,bw
22232,1427.2244
22239,1461.1758
22246,1480.4469
22253,1480.4469
22260,1499.1785
22267,1483.7305
22274,1483.7305
22281,1430.5094
22288,1403.8004
22295,1403.8004
22302,1532.7434
22309,1556.5026
22316,1556.5026
22323,1587.4701
22330,1552.2039
22337,1552.2039
22344,1548.7786
22351,1545.8837
22358,1545.8837
22365,1545.8589
22372,1555.3309
22379,1555.3309
22386,1622.5529999999999
22393,1591.4694
22400,1591.4694
22407,1652.885
22414,1618.085
22421,1626.8969
22428,1626.8969
22435,1644.4568
22442,1644.7395
22449,1644.7395
22456,1609.3339
22463,1540.1654
22470,1540.1654
22477,1613.9437
22484,1567.4663
22491,1567.4663
22498,1578.0399
22505,1541.2789
22512,1541.2789
22519,1461.0575
22526,1490.3531
22533,1490.3531
22540,1460.2483
22547,1436.6454
22554,1436.6454
22561,1394.7183
22568,1389.5125
22575,1389.5125
22582,1356.9733
22589,1476.6492
22596,1476.6492
22603,1439.7382
22610,1464.2874
22617,1464.2874
22624,1454.4427
22631,1506.3138
22638,1506.3138
22645,1427.0579
22652,1419.1470000000002
22659,1419.1470000000002
22666,1435.0884
22673,1497.9178
22680,1497.9178
22687,1491.1031
22694,1491.1031
22701,1481.7393
22708,1432.9406
22715,1432.9406
22722,1428.644
22729,1453.6431
22736,1453.6431
22743,1451.2511
22750,1449.4205
22757,1449.4205
22764,1458.8921
22771,1480.3054
22778,1514.1636
22785,1514.1636
22792,1522.1046
22799,1654.5944
22806,1654.5944
22813,1606.3287
22820,1629.8796
22827,1629.8796
22834,1607.6045
22841,1649.9036
22848,1649.9036
22855,1582.4129999999998
22862,1640.763
22869,1640.763
22876,1639.9958
22883,1643.6027
22890,1643.6027
22897,1641.5753
22904,1584.1489
22911,1584.1489
22918,1604.4885
22925,1634.6256
22932,1634.6256
22939,1539.489
22946,1570.8575
22953,1570.8575
22960,1601.5054
22967,1573.2849
22974,1573.2849
22981,1550.2966
22988,1548.9391
22995,1548.9391
23002,1533.5834
23009,1505.6694
23016,1505.6694
23023,1502.8970000000002
23030,1570.6884
23037,1570.6884
23044,1559.3972
23051,1522.5895
23058,1522.5895
23065,1497.8684
23072,1556.7728
23079,1556.7728
23086,1653.2638
23093,1594.8715
23100,1594.8715
23107,1585.9603
23114,1636.2793
23121,1636.2793
23128,1589.1033
23135,1635.4023
23142,1655.0978
23149,1655.0978
23160,1586.8346
23167,1586.8346
23174,1615.526
23181,1605.3145
23188,1605.3145
23195,1603.9103
23202,1580.9470000000001
23209,1580.9470000000001
23216,1587.2103
23223,1566.9144
23230,1566.9144
23237,1585.1396
23244,1577.0653
23251,1577.0653
23258,1664.4193
23265,1689.421
23272,1689.421
23279,1727.908
23286,1657.6113
23293,1657.6113
23300,1574.3132
23307,1524.6381
23314,1524.6381
23321,1507.7914
23328,1533.4789
23335,1533.4789
23342,1586.4896
23349,1574.592
23356,1574.592
23363,1593.2301
23370,1621.2927
23377,1621.2927
23384,1638.5166
23391,1688.3193
23398,1688.3193
23405,1711.8016
23412,1650.3066
23419,1650.3066
23426,1595.3293
23433,1592.6129999999998
23440,1592.6129999999998
23447,1699.2957
23454,1724.6399
23461,1724.6399
23468,1748.535
23475,1754.3596
23482,1762.8352
23489,1762.8352
23496,1784.1559
23503,1745.3798
23510,1745.3798
23517,1765.0624
23524,1716.3917
23531,1716.3917
23538,1697.6674
23545,1722.9812
23552,1722.9812
23559,1690.3896
23566,1653.6827
23573,1653.6827
23580,1728.5547
23587,1738.8141
23594,1738.8141
23601,1716.7363
23608,1742.2662
23615,1742.2662
23622,1665.9618
23629,1619.0795
23636,1619.0795
23643,1530.8633
23650,1503.59
23657,1503.59
23664,1604.6058
23671,1580.7063
23678,1580.7063
23685,1585.7109
23692,1579.1819
23699,1579.1819
23706,1597.6144
23713,1643.7047
23720,1643.7047
23727,1677.3329999999999
23734,1620.0505
23741,1620.0505
23748,1615.088
23755,1606.0082
23762,1606.0082
23769,1607.8716
23776,1616.7472
23783,1616.7472
23790,1595.5222
23797,1664.8905
23804,1664.8905
23811,1632.4617
23818,1663.1606
23825,1663.1606
23832,1676.4489
23839,1706.8064
23846,1706.8064
23853,1683.8754
23860,1665.8254
23867,1665.8254
23874,1697.9176
23881,1795.4868
23888,1795.4868
23895,1806.453
23902,1820.0588
23909,1820.0588
23916,1807.3771
23923,1807.5781
23930,1818.6771
23937,1818.6771
23944,1854.7933
23951,1765.4353
23958,1765.4353
23965,1792.2933
23972,1809.4087
23979,1809.4087
23986,1795.3813
23993,1843.3706
24000,1843.3706
24007,1778.9772
24014,1804.4216
24021,1804.4216
24028,1782.2888
24035,1783.0214
24042,1783.0214
24049,1830.356
24056,1865.3715
24063,1865.3715
24070,1830.7456
24077,1796.7449
24084,1796.7449
24091,1809.3151
24098,1874.249
24105,1874.249
24112,1843.0182
24119,1803.9673
24126,1803.9673
24133,1836.9124
24140,1793.1245
24145,1793.1245
24150,1816.8243
24157,1808.6758
24164,1808.6758
24171,1808.9688
24178,1765.4188
24185,1765.4188
24192,1757.1638
24199,1704.1348
24206,1704.1348
24213,1780.6246
24220,1647.7146
24227,1647.7146
24234,1585.1553
24241,1609.0027
24248,1609.0027
24255,1537.6982
24262,1514.5183
24269,1514.5183
24276,1571.5565
24283,1554.8698
24290,1554.8698
24297,1559.7631
24304,1589.1472
24311,1589.1472
24318,1592.6692
24325,1550.836
24332,1552.2042
24339,1552.2042
24346,1588.3976
24353,1537.017
24360,1537.017
24367,1476.592
24374,1520.2922
24381,1520.2922
24388,1496.4105
24395,1467.5829999999999
24402,1467.5829999999999
24409,1396.8069
24416,1423.3367
24423,1423.3367
24430,1436.1232
24437,1482.4767
24444,1482.4767
24451,1513.876
24458,1466.255
24465,1466.255
24472,1494.4246
24479,1489.9904
24486,1489.9904
24493,1491.6262
24500,1494.4465
24507,1494.4465
24514,1548.7218
24521,1594.4028
24528,1594.4028
24535,1559.9662
24542,1614.3561
24549,1614.3561
24556,1613.5782
24563,1694.4738
24570,1694.4738
24577,1676.6859
24584,1671.2278
24591,1671.2278
24598,1615.8788
24605,1653.8385
24612,1653.8385
24619,1661.003
24626,1665.0848
24633,1665.0848
24640,1706.3073
24647,1714.0188
24654,1714.0188
24661,1642.989
24668,1698.2064
24675,1698.2064
24682,1713.3914
24689,1660.7831
24696,1660.7831
24703,1643.2108
24710,1714.2354
24717,1714.2354
24724,1752.1558
24731,1728.9008
24738,1728.9008
24745,1675.8039999999999
24752,1672.1106
24759,1672.1106
24766,1614.1715
24773,1597.1392
24780,1597.1392
24787,1682.1975
24794,1686.3484
24801,1684.1852
24808,1684.1852
24815,1655.496
24822,1662.1383
24829,1662.1383
24836,1677.2736
24843,1590.0415
24850,1590.0415
24857,1560.7433
24864,1537.6277
24871,1537.6277
24878,1533.4974
24885,1603.9469
24892,1603.9469
24899,1683.9281
24906,1641.0494
24913,1641.0494
24920,1695.7819
24927,1641.4218
24934,1641.4218
24941,1603.5618
24948,1600.7706
24955,1600.7706
24962,1577.0464
24969,1623.9501
24976,1623.9501
24983,1654.4583
24990,1584.777
24997,1584.777
25004,1567.6948
25011,1574.6675
25018,1574.6675
25025,1612.1038
25032,1593.6099
25039,1593.6099
25046,1529.9943
25053,1572.45
25060,1572.45
25067,1575.1396
25074,1639.7086
25081,1639.7086
25088,1682.6807
25095,1675.4078
25102,1675.4078
25109,1672.6124
25116,1685.0881
25123,1685.0881
25130,1659.6149
25137,1603.1063
25144,1603.1063
25151,1772.5726
25158,1781.0957
25165,1781.0957
25172,1816.6461
25179,1706.3103
25186,1706.3103
25193,1768.2041
25200,1732.6979
25207,1732.6979
25214,1694.8348
25221,1673.777
25228,1673.777
25235,1657.5609
25242,1679.0533
25249,1733.8887
25256,1733.8887
25263,1739.5706
25270,1752.66
25277,1752.66
25284,1781.7986
25291,1701.6907
25298,1701.6907
25305,1679.0353
25312,1749.0814
25319,1749.0814
25326,1729.1497
25333,1774.395
25340,1774.395
25347,1848.1738
25354,1786.3962
25361,1786.3962
25368,1811.9629
25375,1784.2163
25382,1784.2163
25389,1793.806
25396,1761.0665
25403,1761.0665
25410,1838.5379999999998
25417,1825.9796
25424,1825.9796
25431,1819.7115
25438,1825.8359
25445,1825.8359
25452,1798.6455
25459,1830.2639
25466,1830.2639
25473,1804.8118
25480,1799.9435
25487,1799.9435
25494,1721.4943
25501,1723.0089
25508,1723.0089
25515,1759.2034
25522,1721.6226
25529,1721.6226
25536,1710.4305
25543,1764.8794
25550,1764.8794
25557,1798.7484
25564,1793.9113
25571,1793.9113
25578,1837.2003
25585,1774.775
25592,1774.775
25599,1739.9431
25606,1696.3328
25613,1735.8353
25620,1742.9546
25627,1742.9546
25634,1665.7463
25641,1687.54
25648,1687.54
25655,1707.2385
25662,1681.2269
25669,1681.2269
25676,1669.1632
25683,1729.9788
25690,1729.9788
25697,1722.5538
25704,1685.81
25711,1683.8817
25718,1683.8817
25725,1669.1107
25732,1650.0532
25739,1650.0532
25746,1649.7072
25753,1634.8658
25760,1634.8658
25767,1702.7936
25774,1665.2289
25781,1665.2289
25788,1723.2112
25795,1687.8588
25802,1687.8588
25809,1775.0316
25816,1773.3417
25823,1773.3417
25830,1740.931
25837,1689.0066
25844,1689.0066
25851,1740.6874
25858,1768.539
25865,1768.539
25872,1770.7089999999998
25879,1835.4307
25886,1835.4307
25893,1797.9386
25900,1810.5908
25907,1810.5908
25914,1773.6487
25921,1810.8451
25928,1810.8451
25935,1835.879
25942,1783.7509
25949,1783.7509
25956,1868.2479
25963,1943.5834
25970,1943.5834
25977,1984.5876
25984,2133.5532
25991,2133.5532
25998,2082.3755
26005,1985.8853
26012,1985.8853
26019,1904.3618
26026,1911.4308
26033,1911.4308
26040,1945.8234
26047,1869.3982
26054,1869.3982
26061,1898.0867
26068,1944.2362
26075,1944.2362
26082,1964.2417
26089,1993.8975
26096,1993.8502
26103,1993.8502
26110,1921.6825
26117,1878.9945
26124,1878.9945
26131,1909.8004
26138,1930.9324
26145,1930.9324
26152,1904.6522
26159,2040.4889
26166,2085.891
26173,2033.3057
26180,2033.3057
26187,2047.4888
26194,2043.915
26201,2043.915
26208,2031.6698
26215,1988.8849
26222,1988.8849
26229,1985.5739
26236,2019.8204
26243,2019.8204
26250,2049.1875
26257,1974.1992
26264,1974.1992
26271,2028.7108
26278,1998.6573
26285,1998.6573
26292,2034.6594
26299,1976.7479999999998
26306,1976.7479999999998
26313,1985.6215
26320,1989.4071
26327,1989.4071
26334,1920.3948
26341,1936.1666
26348,1936.1666
26355,1936.4532
26362,1978.7720000000002
26369,1978.7720000000002
26376,2048.5212
26383,2169.922
26390,2169.922
26397,2210.4648
26404,2189.479
26411,2189.479
26418,2160.973
26425,2086.2366
26432,2086.2366
26439,2135.4768
26446,2136.4043
26453,2136.4043
26460,2014.9641
26467,2027.3438
26474,2027.3438
26481,2057.345
26488,1992.26
26495,1992.26
26502,1985.7603
26509,1914.8643
26516,1914.8643
26523,1913.371
26530,1894.2095
26537,1894.2095
26544,1944.0283
26551,1862.1937
26558,1883.5814
26565,1883.5814
26572,1907.0598
26579,1893.8
26586,1893.8
26593,2036.3228
26600,2013.0607
26607,2013.0607
26614,1897.6593
26621,1933.6967
26628,1933.6967
26635,2047.1189
26642,1977.1282
26649,1977.1282
26656,1881.0522
26663,1887.2272
26670,1887.2272
26677,1887.8596
26684,1905.8446
26691,1905.8446
26698,1937.5294
26705,2104.5515
26712,2104.5515
26719,2098.9448
26726,2044.469
26733,2044.469
26740,1962.5293
26747,1966.7942
26754,1966.7942
26761,2018.4799
26768,2125.8774
26775,2125.8774
26782,2152.241
26789,2171.0806
26796,2171.0806
26803,2167.8716
26810,2102.2922
26817,2102.2922
26824,2115.3535
26831,2073.2095
26838,2073.2095
26845,2098.2527
26852,2030.2439
26859,2030.2439
26866,2034.8798
26873,2032.1346
26880,2032.1346
26887,1987.9515
26894,2042.4156
26901,2042.4156
26908,2073.8894
26915,2076.4111
26922,2076.4111
26929,2106.1191
26936,2194.5466
26943,2194.5466
26950,2150.6013
26957,2211.4436
26964,2211.4436
26971,2217.2761
26978,2359.4976
26985,2359.4976
26992,2260.791
26999,2263.3174
27006,2164.4646
27013,2164.4646
27020,2143.1184
27027,2059.8074
27034,2059.8074
27041,1975.2936
27048,1953.9021
27055,1953.9021
27062,2016.3422
27069,2020.9208
27076,2020.9208
27083,2017.1011
27090,2079.749
27097,2079.749
27104,2054.2505
27111,2024.5038
27118,2024.5038
27125,2054.8909
27132,2148.758
27139,2148.758
27146,2196.8584
27153,2267.0981
27160,2267.0981
27167,2249.0552
27174,2384.2239
27181,2384.2239
27188,2440.6565
27195,2378.4697
27202,2378.4697
27209,2397.8193
27216,2440.864
27223,2440.864
27230,2420.1404
27237,2374.4320000000002
27244,2374.4320000000002
27251,2329.9094
27258,2377.0996
27265,2377.0996
27272,2335.1839999999997
27279,2274.29
27286,2274.29
27293,2306.6536
27300,2389.8167
27307,2389.8167
27314,2371.7270000000003
27321,2466.769
27328,2466.769
27335,2373.745
27342,2342.2192
27349,2342.2192
27356,2356.746
27363,2137.2563
27370,2137.2563
27377,2158.9482
27384,2160.3813
27391,2160.3813
27398,2133.64
27405,2149.6620000000003
27412,2155.7493
27419,2155.7493
27426,2159.428
27433,2279.1116
27440,2279.1116
27447,2205.6636
27454,2331.7356
27461,2331.7356
27468,2309.2192
27475,2272.4116
27482,2272.4116
27489,2315.1624
27496,2283.2236
27503,2283.2236
27510,2308.8438
27517,2222.9475
27524,2222.9475
27531,2235.583
27538,2188.5134
27545,2188.5134
27552,2291.251
27559,2359.3115
27566,2359.3115
27573,2410.8665
27580,2397.495
27587,2397.495
27594,2365.2524
27601,2351.7197
27608,2351.7197
27615,2335.9629999999997
27622,2492.6306
27629,2492.6306
27636,2410.2646
27643,2330.5389999999998
27650,2330.5389999999998
27657,2298.19
27664,2215.2834
27671,2215.2834
27678,2218.9138
27685,2147.3562
27692,2147.3562
27699,2162.645
27706,2162.263
27713,2162.263
27720,2126.2515
27727,2124.1248
27734,2124.1248
27741,2157.8762
27748,2172.0820000000003
27755,2172.0820000000003
27762,2145.9006
27769,2177.7568
27776,2177.7568
27783,2105.7295
27790,2114.4875
27797,2114.4875
27804,2117.72
27811,2141.3625
27818,2141.3625
27825,2142.419
27832,2154.7485
27839,2154.7485
27846,2028.7305
27853,2070.65
27860,2070.65
27867,2027.8585
27874,1997.1968
27881,2001.1171
27888,2001.1171
27895,1977.5432
27902,1961.7213
27909,1961.7213
27916,1993.003
27923,1998.2528
27930,1998.2528
27937,2004.0142
27944,2044.1671
27951,2044.1671
27958,2062.0613
27965,2023.8553
27972,2023.8553
27979,1975.5881
27986,2063.6711
27993,2063.6711
28000,2066.3074
28007,2060.2979
28014,2060.2979
28021,2047.6613
28028,2066.6333
28035,2066.6333
28042,2060.1287
28049,2083.5571
28056,2083.5571
28063,1984.5731
28070,1963.4994
28077,1963.4994
28084,1961.2504
28091,1952.2113
28098,1952.2113
28105,1968.6741
28112,2000.2823
28119,2000.2823
28126,1984.0669
28133,1932.6528
28140,1932.6528
28147,1981.1425
28154,1936.3672
28161,1936.3672
28168,1901.986
28175,1898.536
28182,1898.536
28189,1831.7072
28196,1819.1678
28203,1819.1678
28210,1785.1421
28217,1768.205
28224,1768.205
28231,1764.5813
28238,1768.8577
28245,1768.8577
28252,1820.5934
28259,1865.9032
28266,1865.9032
28273,1878.7183
28280,1884.6993
28287,1884.6993
28294,1806.6833
28301,1773.2277
28308,1758.7572
28315,1758.7572
28322,1733.7896
28329,1770.4141
28336,1770.4141
28343,1810.1692
28350,1839.0596
28357,1839.0596
28364,1828.3573
28371,1745.8942
28378,1745.8942
28385,1664.3670000000002
28392,1683.362
28399,1683.362
28406,1699.8351
28413,1674.6107
28420,1674.6107
28427,1614.8827
28434,1558.4264
28441,1558.4264
28448,1583.1461
28455,1554.392
28462,1554.392
28469,1524.0016
28476,1551.1632
28483,1551.1632
28490,1541.2677
28497,1558.4031
28504,1558.4031
28511,1552.6964
28518,1538.5975
28525,1538.5975
28532,1572.5020000000002
28539,1496.7969
28546,1496.7969
28553,1488.1703
28560,1505.307
28567,1505.307
28574,1498.2609
28581,1486.891
28588,1486.891
28595,1483.7047
28602,1489.8607
28609,1489.8607
28616,1470.0383
28623,1442.6399
28630,1442.6399
28637,1454.1960000000001
28644,1473.9006
28651,1473.9006
28658,1439.8757
28665,1440.3139999999999
28672,1440.3139999999999
28679,1394.4358
28686,1389.4513
28693,1432.6913
28700,1432.6913
28707,1388.2303
28714,1430.2888
28721,1430.2888
28728,1447.342
28735,1437.4672
28742,1437.4672
28749,1432.4763
28756,1425.9054
28763,1425.9054
28770,1413.0929999999998
28777,1376.5017
28784,1376.5017
28791,1423.4188
28798,1398.1372
28805,1398.1372
28812,1404.6991
28819,1443.8484
28826,1443.8484
28833,1309.9532
28840,1273.399
28847,1273.399
28854,1301.496
28861,1346.2246
28868,1346.2246
28875,1362.0717
28882,1343.3794
28889,1343.3794
28896,1357.0061
28903,1337.5056
28910,1337.5056
28917,1343.7078
28924,1315.025
28931,1315.025
28938,1281.0016
28945,1283.5017
28952,1283.5017
28959,1322.2441
28966,1287.9331
28973,1287.9331
28980,1258.7786
28987,1258.6404
28994,1258.6404
29001,1220.4933
29008,1230.2789
29015,1230.2789
29022,1263.4109
29029,1265.4916
29036,1265.4916
29043,1256.272
29050,1297.0024
29057,1265.8022
29064,1265.8022
29071,1299.8235
29078,1280.9347
29085,1280.9347
29092,1226.8551
29099,1190.7368
29106,1190.7368
29113,1149.0197
29120,1186.1613
29127,1186.1613
29134,1222.4911
29141,1216.2719
29148,1216.2719
29155,1202.0164
29162,1224.9517
29169,1224.9517
29176,1195.8647
29183,1191.843
29190,1191.843
29197,1147.968
29204,1140.2057
29211,1140.2057
29218,1173.0319
29225,1187.917
29232,1187.917
29239,1140.1475
29246,1134.7509
29253,1134.7509
29260,0.0
29267,128.13356000000002
29274,128.13356000000002
29281,219.15926000000002
29288,201.8122
29295,201.8122
29302,219.5434
29309,219.5434
29316,273.48206
29323,273.48206
29330,299.11636
29337,282.53503
29344,282.53503
29351,265.05377000000004
29358,297.89563
29365,297.89563
29372,323.16226
29379,323.16226
29386,329.4422
29393,341.11804
29400,341.11804
29407,372.39943999999997
29414,397.84836
29421,397.84836
29428,406.64865
29435,406.64865
29442,417.24072
29449,408.6599
29456,408.6599
29463,395.68686
29470,424.17645
29477,424.17645
29484,398.79965
29491,381.8017
29498,381.8017
29505,366.68866
29512,366.68866
29519,366.58234
29526,395.67026
29533,395.67026
29540,388.819
29547,414.9877
29554,414.9877
29561,378.67166000000003
29568,378.67166000000003
29575,386.97742
29582,386.97742
29589,387.51804
29596,412.13486
29603,412.13486
29610,394.37032999999997
29617,426.92783
29624,426.92783
29631,449.71893
29638,441.971
29645,441.971
29652,464.3073
29659,464.3073
29666,474.92132999999995
29673,449.6726
29680,449.6726
29687,450.36282
29694,459.8505
29701,459.8505
29708,472.9311
29715,480.2665
29722,480.2665
29729,486.81567
29736,481.8116
29743,481.8116
29750,504.23285
29757,516.6513
29764,516.6513
29771,521.9962
29778,521.9962
29785,514.9219400000001
29792,518.2072
29799,518.2072
29806,528.2112
29813,482.4766
29820,482.4766
29827,482.97037
29834,490.69772
29841,490.69772
29848,501.07516
29855,477.81302
29862,477.81302
29869,487.93362
29876,486.14025999999996
29883,486.14025999999996
29890,469.49927
29897,472.37417999999997
29904,472.37417999999997
29911,475.3096
29918,444.3112
29925,444.3112
29932,443.31917999999996
29939,444.24277
29946,444.24277
29953,482.14557
29960,482.14557
29967,467.7778
29974,501.26052999999996
29981,501.26052999999996
29988,488.78525
29995,486.29388
30002,486.29388
30009,505.83633
30016,538.6314
30023,538.6314
30030,543.29395
30037,513.3672
30044,513.3672
30051,502.51273
30058,494.27393
30065,494.27393
30072,493.81207
30079,520.8913
30086,520.8913
30093,502.39767
30100,482.91074000000003
30107,482.91074000000003
30114,492.91927999999996
30121,492.91927999999996
30128,471.27907999999996
30135,487.79022000000003
30142,487.79022000000003
30149,509.15845
30156,468.8026
30163,468.8026
30170,482.03622
30177,482.03622
30184,470.5678
30191,520.7859
30198,520.7859
30205,514.6176
30212,514.6176
30219,490.04625999999996
30226,525.1288
30233,525.1288
30240,556.2105
30247,571.56683
30254,571.56683
30261,576.6703
30268,576.6703
30275,578.33704
30282,548.01166
30289,548.01166
30296,546.4058
30303,593.91766
30310,593.91766
30317,618.2628
30324,618.5182
30331,618.5182
30338,599.80304
30345,606.22797
30352,606.22797
30359,596.27747
30366,596.27747
30373,603.2201
30380,576.22974
30387,576.22974
30394,598.71765
30401,572.5754
30408,572.5754
30415,615.363
30422,578.5804400000001
30429,578.5804400000001
30436,554.88544
30443,554.88544
30450,555.4386
30457,556.3277
30464,556.3277
30471,560.1811
30478,560.1811
30485,602.3705
30492,576.2344
30499,576.2344
30506,582.38873
30513,579.3996
30520,579.3996
30527,607.744
30534,594.07965
30541,594.07965
30548,587.84235
30555,602.4067
30562,602.4067
30569,607.85455
30576,623.3956
30583,623.3956
30590,596.1489
30597,655.5531599999999
30604,655.5531599999999
30611,642.68823
30618,634.5708
30625,634.5708
30632,623.9335
30639,578.8297
30646,578.8297
30653,572.78973
30660,632.2097
30667,632.2097
30674,678.2261
30681,633.7834
30688,633.7834
30695,645.4657
30702,643.96204
30709,643.96204
30716,632.1824
30723,620.4655
30730,620.4655
30737,654.9166
30744,674.96655
30751,674.96655
30758,681.31256
30765,676.7924
30772,676.7924
30779,688.7262
30786,694.3692599999999
30793,694.3692599999999
30800,731.63586
30807,784.73016
30814,784.73016
30821,791.5018
30828,794.01624
30835,794.01624
30842,755.2746
30849,741.73755
30856,741.73755
30863,739.1792
30870,765.45215
30877,765.45215
30884,758.97974
30891,746.9810000000001
30898,746.9810000000001
30905,735.0707
30912,743.7121599999999
30919,743.7121599999999
30926,767.0299
30933,744.8603
30940,744.8603
30947,775.8117
30954,778.1588
30961,778.1588
30968,776.5699
30975,759.41907
30982,759.41907
30989,737.2246
30996,792.6708
31003,792.6708
31010,795.57434
31017,822.10895
31024,822.10895
31031,816.38257
31038,871.5392
31045,871.5392
31052,866.65436
31059,845.6756
31066,845.6756
31073,866.31665
31080,902.8197
31087,902.8197
31094,886.0168
31101,887.2796
31108,887.2796
31115,920.67896
31122,906.82135
31129,906.82135
31136,933.699
31143,949.55853
31150,949.55853
31157,931.9383
31164,921.19653
31171,921.19653
31178,962.5724
31185,937.3330699999999
31192,937.3330699999999
31199,940.0346699999999
31206,943.3213
31213,943.3213
31220,943.8639999999999
31227,929.9255
31234,929.9255
31241,938.46045
31248,925.72296
31255,925.72296
31262,954.4931
31269,936.2727699999999
31276,936.2727699999999
31283,945.33435
31290,979.5856
31297,1001.5037
31304,1001.5037
31311,996.81305
31318,999.64594
31325,999.64594
31332,968.2828400000001
31339,974.6795699999999
31346,974.6795699999999
31353,982.8283
31360,979.4491
31367,979.4491
31374,975.6749
31381,980.7425
31388,980.7425
31395,990.9673
31402,997.7436
31409,997.7436
31416,945.0212
31423,964.7869
31430,964.7869
31437,969.0794699999999
31444,957.6632699999999
31451,957.6632699999999
31458,967.5939300000001
31465,970.5069599999999
31472,970.5069599999999
31479,970.5387599999999
31486,960.5753
31493,960.5753
31500,983.6199300000001
31507,1028.9
31514,1028.9
31521,1032.465
31528,1002.7514
31535,1002.7514
31542,1008.4747
31549,1049.2498
31556,1049.2498
31563,1036.0929
31570,1046.1198
31577,1046.1198
31584,1056.8821
31591,1065.7755
31598,1065.7755
31605,1125.1987
31612,1119.1631
31619,1119.1631
31626,1160.0496
31633,1171.8718
31640,1171.8718
31647,1164.452
31654,1168.4323
31661,1193.6791
31668,1193.6791
31675,1178.01
31682,1157.0039
31689,1157.0039
31696,1152.1405
31703,1128.6187
31710,1128.6187
31717,1119.6359
31724,1087.8455
31731,1087.8455
31738,1105.3306
31745,1136.9004
31752,1136.9004
31759,1160.7906
31766,1161.2297
31773,1161.2297
31780,1136.0205
31787,1161.6475
31794,1161.6475
31801,1129.1504
31808,1122.4528
31815,1122.4528
31822,1121.7288
31829,1146.1049
31836,1146.1049
31843,1101.3688
31850,1094.0215
31857,1094.0215
31864,1082.3486
31871,1106.1055
31878,1106.1055
31885,1150.0065
31892,1136.4727
31899,1136.4727
31906,1120.2797
31913,1120.1
31920,1120.1
31927,1145.6107
31934,1148.8699
31941,1148.8699
31948,1196.4976
31955,1227.9016
31962,1227.9016
31969,1188.4885
31976,1208.2264
31983,1208.2264
31990,1250.1112
31997,1241.1001
32004,1241.1001
32011,1232.1627
32018,1244.0231
32025,1225.3569
32032,1225.3569
32039,1211.1351
32046,1212.4846
32053,1212.4846
32060,1217.76
32067,1316.8662
32074,1316.8662
32081,1324.443
32088,1290.0103
32095,1290.0103
32102,1322.0442
32109,1393.9327
32116,1393.9327
32123,1363.9657
32130,1457.0701
32137,1457.0701
32144,1459.8407
32151,1438.1053
32158,1438.1053
32165,1458.7115
32172,1466.205
32179,1466.205
32186,1456.2017
32193,1433.2363
32200,1433.2363
32207,1448.4073
32214,1497.7666
32221,1497.7666
32228,1545.4697
32235,1514.4446
32242,1514.4446
32249,1497.7334
32256,1523.9321
32263,1523.9321
32270,1585.0767
32277,1479.0536
32284,1479.0536
32291,1486.8951
32298,1405.1088
32305,1405.1088
32312,1406.7579
32319,1374.9042
32326,1374.9042
32333,1361.1742
32340,1391.3749
32347,1391.3749
32354,1350.6178
32361,1359.2548
32368,1359.2548
32375,1400.3805
32382,1361.4027
32389,1359.0729
32396,1359.0729
32403,1403.3633
32410,1314.039
32417,1314.039
32424,1333.9108
32431,1252.6763
32438,1252.6763
32445,1264.0942
32452,1303.292
32459,1303.292
32466,1317.9862
32473,1265.4714
32480,1265.4714
32487,1299.1404
32494,1352.057
32501,1352.057
32508,1433.8187
32515,1597.3835
32522,1597.3835
32529,1593.3842
32536,1640.9978
32543,1640.9978
32550,1572.6889999999999
32557,1501.7777
32564,1501.7777
32571,1469.3870000000002
32578,1518.6952
32585,1518.6952
32592,1530.2867
32599,1587.3121
32606,1587.3121
32613,1584.5403
32620,1554.359
32627,1554.359
32634,1582.3646
32641,1559.1715
32648,1559.1715
32655,1536.5458
32662,1518.2142
32669,1518.2142
32676,1496.0995
32683,1551.9279
32690,1551.9279
32697,1504.1498
32704,1507.5656
32711,1507.5656
32718,1524.5981
32725,1472.7344
32732,1472.7344
32739,1499.5886
32746,1466.7327
32753,1464.2112
32760,1464.2112
32767,1448.6168
32774,1438.7295
32781,1438.7295
32788,1488.3093
32795,1529.2323
32802,1529.2323
32809,1603.1481
32816,1665.9419
32823,1665.9419
32830,1597.4668
32837,1624.7179
32844,1624.7179
32851,1636.1155
32858,1623.1122
32865,1623.1122
32872,1614.4924
32879,1599.2247
32886,1599.2247
32893,1592.9958
32900,1557.5469
32907,1557.5469
32914,1542.9852
32921,1490.8169
32928,1490.8169
32935,1505.0684
32942,1556.0452
32949,1556.0452
32956,1541.2273
32963,1495.3884
32970,1495.3884
32977,1564.55
32984,1551.9756
32991,1551.9756
32998,1539.9667
33005,1497.1089
33012,1497.1089
33019,1470.9651
33026,1497.9703
33033,1497.9703
33040,1531.1223
33047,1531.3732
33054,1531.3732
33061,1506.1184
33068,1624.4584
33075,1624.4584
33082,1696.0844
33089,1680.8044
33096,1680.8044
33103,1682.7594
33110,1642.3989
33117,1642.3989
33124,1666.6218
33131,1701.6882
33138,1701.6882
33145,1755.118
33152,1753.3488
33159,1722.4612
33166,1722.4612
33173,1707.989
33180,1722.8372
33187,1722.8372
33194,1734.8451
33201,1760.214
33206,1760.214
33211,1775.2048
33218,1733.2072
33225,1733.2072
33232,1694.4883
33239,1583.4229999999998
33246,1583.4229999999998
33253,1607.8348
33260,1648.0118
