,bw
11221,906.1305
11228,902.4792
11235,907.3544
11242,907.3544
11249,893.9545
11256,901.9689999999999
11263,901.9689999999999
11270,916.3659
11277,941.4044
11284,941.4044
11291,913.72186
11298,934.96466
11305,934.96466
11312,941.3041400000001
11319,935.8623699999999
11326,935.8623699999999
11333,939.4721699999999
11340,906.67035
11347,906.67035
11354,912.20917
11361,880.7932
11368,880.7932
11375,894.1958599999999
11382,876.31354
11389,876.31354
11396,877.88885
11403,916.6614400000001
11410,916.6614400000001
11417,908.1905
11424,949.1679
11431,949.1679
11438,949.0211
11445,973.4235
11452,973.4235
11459,986.4013
11466,964.4568
11473,964.4568
11480,951.62537
11487,947.65356
11494,947.65356
11501,956.5282
11508,929.7808
11515,929.7808
11522,1006.5523699999999
11529,1013.1696
11536,1013.1696
11543,1012.66394
11550,1007.94574
11557,1007.94574
11564,1043.7762
11571,1008.9578
11578,1008.9578
11585,1035.9294
11592,1024.5392
11599,1024.5392
11606,1026.1542
11613,973.9334
11620,973.9334
11627,1031.987
11634,1043.1826
11641,1043.1826
11648,1038.6958
11655,1041.6921
11662,1041.6921
11669,1032.6353
11676,1077.1466
11683,1077.1466
11690,1070.4998
11697,1044.7173
11704,1044.7173
11711,1070.7875
11718,1082.8389
11725,1082.8389
11732,1114.7528
11739,1053.2391
11746,1053.2391
11753,1095.4824
11760,1105.4021
11767,1105.4021
11774,1119.2693
11781,1130.3331
11788,1130.3331
11795,1083.482
11802,1062.3848
11809,1062.3848
11816,1081.2693
11823,1088.6294
11830,1088.6294
11837,1095.192
11844,1071.7865
11851,1071.7865
11858,1087.9857
11865,1090.7554
11872,1090.7554
11879,1041.3848
11886,1104.9718
11893,1104.9718
11900,1133.7838
11907,1225.3369
11914,1225.3369
11921,1193.0347
11928,1180.507
11935,1180.507
11942,1200.1012
11949,1220.4389999999999
11956,1220.4389999999999
11963,1180.7863
11970,1222.3110000000001
11977,1222.3110000000001
11984,1302.3074
11991,1197.5707
11998,1197.5707
12005,1217.2402
12012,1195.9445
12019,1195.9445
12026,1252.5507
12033,1249.2306
12040,1264.6515
12047,1264.6515
12054,1278.1171
12061,1246.5825
12068,1246.5825
12075,1275.1753
12082,1277.7911
12089,1277.7911
12096,1260.6256
12103,1251.6771
12110,1251.6771
12117,1271.4357
12124,1286.5326
12131,1286.5326
12138,1298.7614
12145,1300.6735
12152,1300.6735
12159,1291.7839
12166,1260.3088
12173,1260.3088
12180,1268.0753
12187,1294.6758
12194,1294.6758
12201,1276.3708
12208,1263.9386
12215,1263.9386
12222,1288.6385
12229,1329.4805
12236,1329.4805
12243,1275.9911
12250,1261.6439
12257,1261.6439
12264,1263.8049
12271,1282.2549
12278,1282.2549
12285,1290.3412
12292,1266.2327
12299,1266.2327
12306,1336.2219
12313,1361.55
12320,1361.55
12327,1308.516
12334,1300.9761
12341,1300.9761
12348,1283.8103
12355,1313.7094
12362,1313.7094
12369,1294.5713
12376,1289.1952
12383,1326.8512
12390,1326.8512
12397,1301.0491
12404,1292.1229
12411,1292.1229
12418,1298.8086
12425,1314.8220000000001
12432,1314.8220000000001
12439,1310.9834
12446,1320.6882
12453,1320.6882
12460,1310.9584
12467,1270.2515
12474,1270.2515
12481,1279.4922
12488,1268.3992
12495,1268.3992
12502,1265.2739
12509,1303.8687
12516,1303.8687
12523,1272.1853
12530,1284.2916
12537,1284.2916
12544,1282.9196
12551,1307.192
12558,1307.192
12565,1319.065
12572,1362.2060000000001
12579,1362.2060000000001
12586,1352.0435
12593,1333.7837
12600,1333.7837
12607,1335.6168
12614,1316.1779
12621,1316.1779
12628,1335.2981
12635,1334.233
12642,1334.233
12649,1297.0905
12656,1403.1355
12663,1403.1355
12670,1388.6989999999998
12677,1382.3262
12684,1382.3262
12691,1381.2782
12698,1378.765
12705,1378.765
12712,1411.1868
12719,1426.31
12726,1426.31
12733,1418.8606
12740,1419.0656
12747,1419.0656
12754,1399.5718
12761,1442.5138
12768,1435.4652
12775,1435.4652
12782,1422.0652
12789,1435.3766
12796,1435.3766
12803,1495.473
12810,1546.155
12817,1546.155
12824,1512.0510000000002
12831,1487.9066
12838,1487.9066
12845,1433.0320000000002
12852,1392.0293
12859,1392.0293
12866,1381.6995
12873,1446.4353
12880,1446.4353
12887,1422.9773
12894,1466.76
12901,1466.76
12908,1480.8892
12915,1450.3635
12922,1450.3635
12929,1408.1053
12936,1434.2703
12943,1434.2703
12950,1433.1672
12957,1460.7644
12964,1460.7644
12971,1525.3147
12978,1559.819
12985,1559.819
12992,1585.4260000000002
12999,1651.6070000000002
13006,1651.6070000000002
13013,1630.7955
13020,1595.1898
13027,1595.1898
13034,1579.3258
13041,1607.2266
13048,1607.2266
13055,1596.7664
13062,1538.3396
13069,1538.3396
13076,1561.5381
13083,1518.3331
13090,1518.3331
13097,1531.1742
13104,1560.2
13111,1560.2
13118,1538.5188
13125,1563.2212
13132,1563.2212
13139,1581.6824
13146,1616.2969
13153,1616.2969
13160,1599.3358
13167,1628.1345
13174,1545.4084
13181,1545.4084
13188,1544.0442
13195,1516.1987
13202,1516.1987
13209,1454.9987
13216,1512.9287
13223,1512.9287
13230,1499.2352
13237,1620.9553
13244,1620.9553
13251,1601.6953
13258,1565.0818
13265,1565.0818
13272,1573.7917
13279,1607.815
13286,1607.815
13293,1621.3124
13300,1627.727
13307,1627.727
13314,1598.0535
13321,1606.6598
13328,1606.6598
13335,1617.9984
13342,1632.7544
13349,1632.7544
13356,1579.5485
13363,1646.5345
13370,1646.5345
13377,1645.8864
13384,1602.1106
13391,1602.1106
13398,1592.0868
13405,1613.4597
13412,1613.4597
13419,1586.2603
13426,1632.7075
13433,1632.7075
13440,1611.6023
13447,1517.4006
13454,1517.4006
13461,1522.0745
13468,1512.4131
13475,1512.4131
13482,1487.0679
13489,1463.7917
13496,1463.7917
13503,1507.9113
13510,1512.3721
13517,1512.3721
13524,1518.997
13531,1497.47
13538,1497.47
13545,1496.3447
13552,1463.5914
13559,1463.5914
13566,1481.1943
13573,1425.9319
13580,1446.6233
13587,1446.6233
13594,1517.0482
13601,1456.2976
13608,1456.2976
13615,1438.3699
13622,1411.4392
13629,1411.4392
13636,1465.6107
13643,1473.931
13650,1473.931
13657,1441.4454
13664,1461.6344
13671,1461.6344
13678,1454.0414
13685,1438.6295
13692,1438.6295
13699,1479.1445
13706,1420.7161
13713,1420.7161
13720,1447.2114
13727,1464.1576
13734,1464.1576
13741,1537.0582
13748,1461.5454
13755,1461.5454
13762,1389.4604
13769,1340.8684
13776,1340.8684
13783,1516.1960000000001
13790,1513.7567
13797,1513.7567
13804,1530.8197
13811,1503.945
13818,1503.945
13825,1538.4375
13832,1569.6287
13839,1569.6287
13846,1563.4152
13853,1513.1427
13860,1513.1427
13867,1458.2039
13874,1486.1051
13881,1486.1051
13888,1496.5723
13895,1464.3501
13902,1464.3501
13909,1528.8633
13916,1499.3644
13923,1499.3644
13930,1497.3878
13937,1531.9933
13944,1531.9933
13951,1529.1924
13958,1468.5367
13965,1468.5367
13972,1579.6070000000002
13979,1570.9304
13986,1570.9304
13993,1590.7333
14000,1676.2977
14007,1676.2977
14014,1689.7954
14021,1700.1112
14028,1708.1676
14035,1708.1676
14042,1704.9004
14049,1735.4655
14056,1735.4655
14063,1782.318
14070,1764.7201
14077,1764.7201
14084,1764.7677
14091,1713.4225
14098,1713.4225
14105,1738.6809
14112,1657.4471
14119,1657.4471
14126,1643.4054
14133,1631.5602
14140,1631.5602
14147,1604.1592
14154,1641.1013
14161,1641.1013
14168,1629.1345
14175,1689.8959
14182,1689.8959
14189,1690.0753
14196,1672.3444
14203,1672.3444
14210,1704.5873
14217,1706.8828
14224,1706.8828
14231,1614.1505
14238,1660.8069
14245,1660.8069
14252,1608.1278
14259,1586.0992
14266,1586.0992
14273,1549.6987
14280,1585.0499
14287,1585.0499
14294,1603.5366
14301,1555.4565
14308,1555.4565
14315,1611.9628
14322,1548.6686
14329,1548.6686
14336,1607.9745
14343,1620.037
14350,1620.037
14357,1641.9897
14364,1626.2539
14371,1626.2539
14378,1748.5137
14385,1740.6238
14392,1716.9886
14399,1716.9886
14406,1708.9088
14413,1744.6018
14420,1744.6018
14427,1761.8693
14434,1765.1147
14441,1765.1147
14448,1763.1609
14455,1726.7976
14462,1726.7976
14469,1742.88
14476,1796.8734
14483,1796.8734
14490,1758.2228
14497,1758.2228
14504,1801.4962
14511,1870.8584
14518,1831.5857
14525,1831.5857
14532,1766.3389
14539,1762.9966
14546,1762.9966
14553,1718.1364
14560,1747.5879
14567,1747.5879
14574,1711.9552
14581,1760.2019
14588,1760.2019
14595,1774.6935
14602,1804.9362
14609,1804.9362
14616,1798.9805
14623,1736.7275
14630,1736.7275
14637,1678.5393
14644,1712.4504
14651,1712.4504
14658,1786.9398
14665,1761.1534
14672,1761.1534
14679,1622.1755
14686,1657.6992
14693,1657.6992
14700,1608.3995
14707,1616.7968
14714,1616.7968
14721,1662.2133
14728,1706.2952
14735,1706.2952
14742,1655.9475
14749,1679.9146
14756,1679.9146
14763,1628.1427
14770,1684.4144
14777,1684.4144
14784,1719.3047
14791,1701.7388
14798,1701.7388
14805,1664.4642
14812,1676.5896
14819,1676.5896
14826,1694.9309
14833,1682.2242
14840,1682.2242
14847,1655.8534
14854,1772.9087
14861,1772.9087
14868,1748.0779
14875,1728.9722
14882,1728.9722
14889,1688.7609
14896,1631.1056
14903,1631.1056
14910,1634.1742
14917,1607.0184
14924,1607.0184
14931,1582.735
14938,1569.6108
14945,1569.6108
14952,1600.6727
14959,1655.8276
14966,1655.8276
14973,1686.6268
14980,1765.2267
14987,1765.2267
14994,1722.9669
15001,1708.3307
15008,1780.4976
15015,1780.4976
15022,1841.6973
15029,1823.0701
15036,1823.0701
15043,1780.0697
15050,1898.8502
15057,1898.8502
15064,1973.2231
15071,1893.1099
15078,1893.1099
15085,1848.1797
15092,1895.5272
15099,1895.5272
15106,1903.4314
15113,1782.8905
15120,1782.8905
15127,1797.9625
15134,1854.3010000000002
15141,1854.3010000000002
15148,1825.0810000000001
15155,1806.4985
15162,1806.4985
15169,1824.414
15176,1876.0859
15183,1876.0859
15190,1938.9817
15197,1913.1908
15204,1913.1908
15211,1875.6486
15218,1840.1079
15225,1840.1079
15232,1881.1431
15239,1973.3796
15246,1973.3796
15253,1944.7285
15260,1894.22
15267,1894.22
15274,1905.3463
15281,1911.9755
15288,1911.9755
15295,1904.6062
15302,1902.0698
15309,1902.0698
15316,1902.1155
15323,1818.2524
15330,1818.2524
15337,1892.2386
15344,1835.6489
15351,1835.6489
15358,1835.4972
15365,1843.9271
15372,1843.9271
15379,1889.2572
15386,1813.5334
15393,1789.2206
15400,1789.2206
15407,1881.8295
15414,1909.7981
15421,1909.7981
15428,1865.8964
15435,1849.2241
15442,1849.2241
15449,1818.9911
15456,1864.6985
15463,1864.6985
15470,1850.2769
15477,1888.0356
15484,1888.0356
15491,1906.4934
15498,1884.8733
15505,1884.8733
15512,1938.4589999999998
15519,1874.7039
15526,1874.7039
15533,1850.3561
15540,1853.4
15547,1853.4
15554,1911.8142
15561,1909.2808
15568,1909.2808
15575,1890.2688
15582,1907.0186
15589,1907.0186
15596,1857.8481
15603,1862.3704
15610,1862.3704
15617,1886.3584
15624,1727.0367
15631,1727.0367
15638,1757.7479999999998
15645,1768.5178
15652,1768.5178
15659,1768.1056
15666,1707.4723
15673,1707.4723
15680,1771.215
15687,1821.9417
15694,1821.9417
15701,1818.2169
15708,1823.7543
15715,1823.7543
15722,1838.8239
15729,1835.9719
15736,1835.9719
15743,1795.3502
15750,1838.7402
15757,1838.7402
15764,1856.9492
15771,1878.975
15778,1878.975
15785,1859.5934
15792,1873.8158
15799,1980.1670000000001
15806,1980.1670000000001
15813,2060.4548
15820,1966.9642
15827,1966.9642
15834,1903.3086
15841,1946.2797
15848,1946.2797
15855,1962.2367
15862,1964.3993
15869,1964.3993
15876,1951.889
15883,1993.1434
15890,1993.1434
15897,1984.8042
15904,1914.9093
15911,1914.9093
15918,1942.257
15925,1947.944
15932,1947.944
15939,1975.2198
15946,1980.4647
15953,1980.4647
15960,1991.3301
15967,2071.6042
15974,2071.6042
15981,2066.4314
15988,2040.4381
15995,2040.4381
16002,2015.9237
16009,2037.1616
16016,2037.1616
16023,2078.57
16030,2061.8538
16037,2061.8538
16044,2077.356
16051,2085.3303
16058,2085.3303
16065,2043.0996
16072,2072.553
16079,2072.553
16086,2062.8813
16093,2063.3513
16100,2063.3513
16107,2000.9260000000002
16114,2082.3533
16121,2082.3533
16128,2078.5623
16135,2027.9657
16142,2027.9657
16149,2030.5212
16156,2063.4106
16163,1991.8467
16170,1991.8467
16177,2064.1484
16184,2069.1074
16191,2069.1074
16198,2067.2124
16205,2152.0264
16212,2152.0264
16219,2180.9592
16226,2126.5242
16233,2126.5242
16240,2114.7617
16247,2143.1084
16254,2143.1084
16261,2103.117
16268,2137.2334
16275,2137.2334
16282,2107.3909
16289,2031.1421
16296,2031.1421
16303,2124.2546
16310,2123.2156
16317,2123.2156
16324,2139.2607
16331,2126.7297
16338,2126.7297
16345,2124.8032
16352,2084.6987
16359,2084.6987
16366,2182.1462
16373,2172.7183
16380,2172.7183
16387,2181.2559
16394,2093.3071
16401,2093.3071
16408,2124.5242
16415,2127.1597
16422,2127.1597
16429,2156.1235
16436,2157.5735
16443,2157.5735
16450,2131.4302
16457,2139.1963
16464,2139.1963
16471,2161.7815
16478,2170.3225
16485,2170.3225
16492,2237.1245
16499,2225.033
16506,2225.033
16513,2191.9429
16520,2193.0935
16527,2246.518
16534,2246.518
16541,2256.2961
16548,2194.0356
16555,2194.0356
16562,2190.4214
16569,2150.6963
16576,2150.6963
16583,2110.7058
16590,2136.195
16597,2136.195
16604,2128.311
16611,2109.8867
16618,2109.8867
16625,2150.6733
16632,2156.2393
16639,2156.2393
16646,2200.161
16653,2206.0022
16660,2206.0022
16667,2237.3381
16674,2318.8413
16681,2318.8413
16688,2256.4456
16695,2244.469
16702,2244.469
16709,2242.7336
16716,2234.5593
16723,2234.5593
16730,2278.246
16737,2213.3228
16744,2213.3228
16751,2198.1245
16758,2241.71
16765,2241.71
16772,2284.9846
16779,2254.2126
16786,2254.2126
16793,2230.8865
16800,2281.334
16807,2281.334
16814,2251.7644
16821,2253.3098
16828,2253.3098
16835,2313.0369
16842,2238.924
16849,2238.924
16856,2305.7456
16863,2345.9128
16870,2345.9128
16877,2441.1514
16884,2334.077
16891,2334.077
16898,2356.0393
16905,2412.7470000000003
16912,2412.7470000000003
16919,2439.288
16926,2393.754
16933,2393.754
16940,2421.5315
16947,2446.5935
16954,2446.5935
16961,2470.629
16968,2413.3909
16975,2413.3909
16982,2419.5386
16989,2422.3757
16996,2422.3757
17003,2417.3052
17010,2327.9210000000003
17017,2289.2637
17024,2289.2637
17031,2368.186
17038,2368.186
17045,2370.5518
17052,2312.8188
17059,2363.8923
17066,2363.8923
17073,2376.1665
17080,2357.243
17087,2357.243
17094,2372.8367
17101,2456.0718
17108,2456.0718
17115,2379.3362
17122,2328.535
17129,2328.535
17136,2376.3833
17143,2341.4011
17150,2341.4011
17157,2345.8086
17164,2350.2336
17171,2350.2336
17178,2358.1465
17185,2396.7234
17192,2396.7234
17199,2442.4224
17206,2456.5095
17213,2456.5095
17220,2584.5398
17227,2609.7673
17234,2609.7673
17241,2409.847
17248,2399.908
17255,2399.908
17262,2325.4429
17269,2376.2732
17276,2376.2732
17283,2529.3208
17290,2512.698
17297,2512.698
17304,2515.8713
17311,2501.6033
17318,2501.6033
17325,2632.8438
17332,2629.5647
17339,2629.5647
17346,2657.0474
17353,2720.3325
17360,2720.3325
17367,2678.5623
17374,2587.837
17381,2587.837
17388,2471.9094
17395,2469.3604
17402,2469.3604
17409,2440.5557
17416,2390.672
17423,2390.672
17430,2367.5996
17437,2480.8196
17444,2480.8196
17451,2480.0635
17458,2553.1304
17465,2553.1304
17472,2505.028
17479,2488.2068
17486,2488.2068
17493,2441.6611
17500,2375.8992
17507,2436.8062
17514,2436.8062
17521,2418.3901
17528,2491.7156
17535,2491.7156
17542,2473.627
17549,2541.3826
17556,2541.3826
17563,2484.0947
17570,2489.5276
17577,2489.5276
17584,2459.3403
17591,2437.3167
17598,2437.3167
17605,2430.4866
17612,2473.0732
17619,2473.0732
17626,2425.7764
17633,2455.7576
17640,2455.7576
17647,2443.8745
17654,2338.4478
17661,2338.4478
17668,2306.0288
17675,2390.4297
17682,2390.4297
17689,2400.275
17696,2383.7908
17703,2383.7908
17710,2401.0293
17717,2463.8203
17724,2463.8203
17731,2391.0337
17738,2417.4639
17745,2417.4639
17752,2354.7651
17759,2447.16
17766,2447.16
17773,2409.18
17780,2279.3089999999997
17787,2279.3089999999997
17794,2266.5334
17801,2266.8992
17808,2266.8992
17815,2192.8496
17822,2221.3147
17829,2221.3147
17836,2248.695
17843,2164.638
17850,2164.638
17857,2184.149
17864,2153.8293
17871,2153.8293
17878,2143.1223
17885,2123.4324
17892,2123.4324
17899,2198.8108
17906,2226.346
17913,2226.346
17920,2205.0232
17927,2193.3447
17934,2193.3447
17941,2176.1292
17948,2306.104
17955,2351.7112
17962,2351.7112
17969,2427.2039999999997
17976,2302.179
17983,2302.179
17990,2216.8196
17997,2180.2932
18004,2180.2932
18011,2199.9448
18018,2190.8784
18025,2190.8784
18032,2130.0798
18039,2193.5747
18046,2193.5747
18053,2109.8213
18060,2184.7336
18067,2184.7336
18074,2123.2329999999997
18081,2130.4692
18088,2130.4692
18095,2137.756
18102,2145.866
18109,2145.866
18116,2109.4167
18123,2076.7537
18130,2076.7537
18137,2078.3452
18144,2058.6252
18151,2058.6252
18158,2056.9353
18165,1990.915
18172,1990.915
18179,2057.4912
18186,2015.7565
18193,2015.7565
18200,2056.156
18207,1964.9941
18214,1964.9941
18221,1921.2677
18228,1922.7201
18235,1922.7201
18242,1879.9344
18249,1916.1133
18256,1916.1133
18263,1907.305
18270,1914.7692
18277,1914.7692
18284,1908.1611
18291,1898.9591
18298,1898.9591
18305,1874.5781
18312,1893.9523
18319,1893.9523
18326,1871.5004
18333,1848.0996
18340,1848.0996
18347,1847.8099
18354,1809.1318
18361,1809.1318
18368,1774.068
18375,1717.7034
18382,1717.7034
18389,1732.0741
18396,1691.2905
18403,1691.2905
18410,1679.6351
18417,1648.9872
18424,1661.431
18431,1661.431
18438,1624.3447
18445,1580.6786
18452,1580.6786
18459,1578.5242
18466,1553.6508
18473,1553.6508
18480,1576.7787
18487,1567.0453
18494,1567.0453
18501,1579.8481
18508,1643.461
18515,1643.461
18522,1632.1301
18529,1601.9313
18536,1601.9313
18543,1546.6637
18550,1540.4142
18557,1540.4142
18564,1562.3374
18571,1604.3507
18578,1604.3507
18585,1580.8641
18592,1576.5371
18599,1576.5371
18606,1503.0795
18613,1529.4185
18620,1529.4185
18627,1545.2545
18634,1556.0038
18641,1556.0038
18648,1445.1665
18655,1480.611
18662,1480.611
18669,1459.3569
18676,1434.5194
18683,1434.5194
18690,1439.6998
18697,1436.1455
18704,1436.1455
18711,1431.2262
18718,1420.3109
18725,1420.3109
18732,1401.2184
18739,1429.3876
18746,1429.3876
18753,1417.5596
18760,1445.5549
18767,1445.5549
18774,1418.9955
18781,1414.8029
18788,1414.8029
18795,1420.4332
18802,1426.1089
18809,1426.1089
18816,1431.2523
18823,1431.2391
18830,1430.5137
18837,1430.5137
18844,1477.7520000000002
18851,1428.5279999999998
18858,1428.5279999999998
18865,1404.5167
18872,1446.2192
18879,1446.2192
18886,1489.7158
18893,1431.9542
18900,1431.9542
18907,1382.1975
18914,1411.2456
18921,1411.2456
18928,1393.6860000000001
18935,1390.4642
18942,1390.4642
18949,1405.7605
18956,1393.7679999999998
18963,1393.7679999999998
18970,1384.1381
18977,1404.4104
18984,1404.4104
18991,1382.5856
18998,1440.3147
19005,1440.3147
19012,1417.1971
19019,1372.8285
19026,1372.8285
19033,1328.3231
19040,1299.7145
19047,1299.7145
19054,1274.969
19061,1279.0458
19068,1279.0458
19075,1250.4473
19082,1258.6298
19089,1258.6298
19096,1273.0876
19103,1296.3981
19110,1296.3981
19117,1268.9254
19124,1295.0833
19131,1295.0833
19138,1276.507
19145,1289.404
19152,1289.404
19159,1245.1647
19166,1244.7396
19173,1244.7396
19180,1283.6603
19187,1296.756
19194,1296.756
19201,1327.0995
19208,1285.0682
19215,1285.0682
19222,1280.0613
19229,1276.2728
19236,1276.2728
19243,1262.3812
19250,1271.2848
19257,1286.0079
19264,1286.0079
19271,1297.1017
19278,1252.9392
19285,1252.9392
19292,1238.0956
19299,1251.8313
19306,1251.8313
19313,1237.9557
19320,1286.2026
19327,1286.2026
19334,1259.9402
19341,1279.0939
19348,1279.0939
19355,1235.6035
19362,1238.2365
19369,1238.2365
19376,1213.6866
19383,1222.7186
19390,1222.7186
19397,1208.2662
19404,0.0
19411,0.0
19418,138.14139
19425,159.38556
19432,159.38556
19439,199.8748
19446,211.0478
19453,211.0478
19460,217.33212000000003
19467,230.44135
19474,230.44135
19481,224.84802000000002
19488,241.91895
19495,241.91895
19502,256.55862
19509,256.55862
19516,256.5608
19523,240.70677
19530,240.70677
19537,261.871
19544,286.74326
19551,286.74326
19558,261.99994
19565,261.99994
19572,269.06023999999996
19579,272.48883
19586,272.48883
19593,310.86703
19600,310.86703
19607,305.2181
19614,305.2181
19621,317.68216
19628,305.58826
19635,305.58826
19642,292.8501
19649,280.49737999999996
19656,280.49737999999996
19663,302.71332
19670,302.71332
19677,300.78213999999997
19684,300.78213999999997
19691,298.50275
19698,311.036
19705,311.036
19712,291.5012
19719,291.5012
19726,284.81253
19733,284.81253
19740,281.73566
19747,278.3918
19754,278.3918
19761,288.23413
19768,303.97742
19775,328.95047
19782,328.95047
19789,316.70486
19796,299.8639
19803,299.8639
19810,278.48575
19817,278.48575
19824,293.54898
19831,315.48233
19838,315.48233
19845,311.55356
19852,311.55356
19859,344.08585
19866,352.15744
19873,352.15744
19880,378.1345
19887,394.42812999999995
19894,394.42812999999995
19901,380.08477999999997
19908,386.0493
19915,386.0493
19922,358.5987
19929,393.84792999999996
19936,393.84792999999996
19943,396.0904
19950,383.44757000000004
19957,383.44757000000004
19964,391.37323
19971,391.37323
19978,366.20645
19985,345.29703
19992,345.29703
19999,354.3828
20006,354.3828
20013,364.33087
20020,383.4872
20027,383.4872
20034,396.85776
20041,383.5118
20048,383.5118
20055,390.1925
20062,433.6976
20069,433.6976
20076,436.26154
20083,432.84402
20090,432.84402
20097,428.91695999999996
20104,428.91695999999996
20111,455.94714000000005
20118,446.63406
20125,446.63406
20132,477.89752000000004
20139,477.89752000000004
20146,471.16666
20153,479.9907
20160,479.9907
20167,506.99402000000003
20174,496.96634000000006
20181,496.96634000000006
20188,500.03595
20195,489.8822
20202,489.8822
20209,522.31354
20216,459.86102
20223,459.86102
20230,459.86102
20237,480.41805999999997
20244,480.41805999999997
20251,502.8427
20258,506.97475999999995
20265,506.97475999999995
20272,519.86646
20279,487.61472000000003
20286,487.61472000000003
20293,542.1891
20300,533.3776
20307,533.3776
20314,528.8911
20321,508.74377000000004
20328,508.74377000000004
20335,509.38184
20342,509.38184
20349,527.97186
20356,571.6078
20363,571.6078
20370,519.02765
20377,514.7893
20384,514.7893
20391,536.94214
20398,536.94214
20405,534.6626
20412,541.3041
20419,541.3041
20426,549.6602
20433,560.09515
20440,560.09515
20447,561.6013
20454,561.6013
20461,580.37146
20468,601.93744
20475,601.93744
20482,595.0488
20489,600.68243
20496,600.68243
20503,591.0996
20510,592.6544
20517,592.6544
20524,609.2040400000001
20531,669.8559
20538,669.8559
20545,616.8841
20552,612.9393299999999
20559,612.9393299999999
20566,583.1519999999999
20573,619.3392299999999
20580,619.3392299999999
20587,596.3196
20594,596.3196
20601,612.9107
20608,609.8401
20615,609.8401
20622,578.2804
20629,578.2804
20636,578.2804
20643,600.8281
20650,600.8281
20657,635.2056
20664,622.99963
20671,622.99963
20678,682.6468
20685,682.6468
20692,698.3594400000001
20699,695.0431
20706,695.0431
20713,712.6844
20720,735.79645
20727,735.79645
20734,734.67114
20741,757.1006
20748,757.1006
20755,723.67584
20762,783.87274
20769,783.87274
20776,773.8432
20783,776.4780000000001
20790,776.4780000000001
20797,774.2918
20804,774.2918
20811,808.6345
20818,820.5402
20825,820.5402
20832,814.0158
20839,816.4343
20846,816.4343
20853,807.0515
20860,807.0515
20867,852.2180000000001
20874,857.95825
20881,857.95825
20888,870.34705
20895,850.27496
20902,850.27496
20909,848.8412
20916,895.0160000000001
20923,895.0160000000001
20930,904.4096699999999
20937,894.42523
20944,894.42523
20951,862.88043
20958,899.2968
20965,899.2968
20972,880.1560000000001
20979,880.1560000000001
20986,914.4463
20993,893.7822
21000,893.7822
21007,934.6733
21014,941.3256
21021,941.3256
21028,956.6329
21035,938.64636
21042,938.64636
21049,946.44525
21056,1000.66
21063,1000.66
21070,974.77954
21077,941.2723
21084,941.2723
21091,983.6893
21098,999.2587
21105,999.2587
21112,1009.6128
21119,978.8581
21126,978.8581
21133,991.2515
21140,1021.41595
21147,1021.41595
21154,1034.2509
21161,1046.3048
21168,1046.3048
21175,1040.171
21182,1060.782
21189,1060.782
21196,1070.7919
21203,1109.3394
21210,1109.3394
21217,1089.9371
21224,1163.2959
21231,1127.615
21238,1127.615
21245,1135.1680000000001
21252,1123.1362
21259,1123.1362
21266,1090.3323
21273,1125.2726
21280,1125.2726
21287,1116.5085
21294,1118.9191
21301,1118.9191
21308,1113.3043
21315,1110.7911
21322,1110.7911
21329,1131.6
21336,1131.4303
21343,1131.4303
21350,1188.3707
21357,1178.8564
21364,1178.8564
21371,1184.3871
21378,1201.1492
21385,1201.1492
21392,1293.1233
21399,1293.1233
21406,1243.2007
21413,1236.0446
21420,1236.0446
21427,1167.675
21434,1241.7306
21441,1241.7306
21448,1223.1381
21455,1220.3491
21462,1220.3491
21469,1200.0182
21476,1220.5426
21483,1220.5426
21490,1205.3885
21497,1172.5791
21504,1172.5791
21511,1170.36
21518,1154.4358
21525,1154.4358
21532,1146.5205
21539,1150.317
21546,1150.317
21553,1154.3239999999998
21560,1194.9816
21567,1194.9816
21574,1187.721
21581,1133.6626
21588,1133.6626
21595,1095.7106
21602,1071.4976
21609,1071.4976
21616,1104.7
21623,1100.0155
21630,1100.0155
21637,1068.8059
21644,1050.5734
21651,1061.6492
21658,1061.6492
21665,1070.3904
21672,1071.6136
21679,1071.6136
21686,1104.9783
21693,1111.2639
21700,1111.2639
21707,1111.3589
21714,1115.5282
21721,1115.5282
21728,1144.7014
21735,1115.6805
21742,1115.6805
21749,1166.3583
21756,1181.5032
21763,1181.5032
21770,1132.0221
21777,1197.1655
21784,1197.1655
21791,1212.075
21798,1175.5731
21805,1175.5731
21812,1167.8754
21819,1189.9192
21826,1189.9192
21833,1198.5067
21840,1191.7306
21847,1191.7306
21854,1208.3748
21861,1204.2571
21868,1204.2571
21875,1237.266
21882,1205.969
21889,1205.969
21896,1178.3828
21903,1182.4132
21910,1182.4132
21917,1246.5795
21924,1247.6084
21931,1247.6084
21938,1259.9923
21945,1256.9053
21952,1256.9053
21959,1274.7993
21966,1260.5449
21973,1260.5449
21980,1335.4288
21987,1304.8383
21994,1384.4559
22001,1384.4559
22008,1347.3959
22015,1381.3743
22022,1381.3743
22029,1340.4813
22036,1364.3156
22043,1364.3156
22050,1350.7102
22057,1361.1548
22064,1361.1548
22071,1381.9078
22078,1347.0369
22085,1347.0369
22092,1387.9241
22099,1331.0868
22106,1331.0868
22113,1299.3074
22120,1378.7106
22127,1378.7106
22134,1440.4519
22141,1418.4417
22148,1418.4417
22155,1365.57
22162,1432.5354
22169,1432.5354
22176,1440.4423
22183,1428.0198
22190,1428.0198
22197,1415.6183
22204,1428.2056
22211,1428.2056
22218,1470.4485
22225,1427.2244
